team,season,matches_played,matches_won,avg_match_intensity,win_rate,home_wins,away_wins,home_matches,away_matches,home_win_percentage,away_win_percentage
Mumbai Indians,IPL-2008,14,7,740.7857142857143,50.0,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2009,13,5,684.9230769230769,38.46153846153847,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2010,16,11,765.0,68.75,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2011,16,10,689.75,62.5,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2012,17,10,718.6470588235294,58.82352941176471,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2013,19,13,745.1052631578947,68.42105263157895,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2014,15,7,718.2666666666667,46.666666666666664,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2015,16,10,786.75,62.5,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2016,14,7,721.0,50.0,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2017,17,12,757.2352941176471,70.58823529411765,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2018,14,6,822.7142857142857,42.857142857142854,58,51,101,86,57.42574257425742,59.30232558139535
Mumbai Indians,IPL-2019,16,11,791.0,68.75,58,51,101,86,57.42574257425742,59.30232558139535
Pune Warriors,IPL-2011,13,4,680.6153846153846,30.76923076923077,6,6,20,26,30.0,23.07692307692308
Pune Warriors,IPL-2012,16,4,688.125,25.0,6,6,20,26,30.0,23.07692307692308
Pune Warriors,IPL-2013,16,4,720.6875,25.0,6,6,20,26,30.0,23.07692307692308
Punjab Kings,IPL-2008,15,10,772.7333333333333,66.66666666666666,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2009,14,7,657.0714285714286,50.0,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2010,14,4,760.2142857142857,28.57142857142857,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2011,14,7,762.2857142857143,50.0,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2012,16,8,728.125,50.0,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2013,16,8,727.1875,50.0,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2014,17,12,801.2352941176471,70.58823529411765,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2015,14,3,740.6428571428571,21.428571428571427,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2016,14,4,732.6428571428571,28.57142857142857,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2017,14,7,736.1428571428571,50.0,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2018,14,6,789.5714285714286,42.857142857142854,38,44,91,85,41.75824175824176,51.76470588235295
Punjab Kings,IPL-2019,14,6,804.0714285714286,42.857142857142854,38,44,91,85,41.75824175824176,51.76470588235295
Rajasthan Royals,IPL-2008,16,13,761.5,81.25,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2009,13,6,693.6923076923077,46.15384615384615,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2010,14,6,763.0714285714286,42.857142857142854,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2011,13,6,625.2307692307693,46.15384615384615,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2012,16,7,710.8125,43.75,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2013,18,11,702.0555555555555,61.111111111111114,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2014,14,7,731.7142857142857,50.0,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2015,13,7,760.3076923076923,53.84615384615385,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2018,15,7,758.8666666666667,46.666666666666664,29,46,67,80,43.28358208955223,57.49999999999999
Rajasthan Royals,IPL-2019,13,5,772.3846153846154,38.46153846153847,29,46,67,80,43.28358208955223,57.49999999999999
Rising Pune Supergiants,IPL-2016,14,5,677.5714285714286,35.714285714285715,5,5,8,8,62.5,62.5
Rising Pune Supergiants,IPL-2017,16,10,741.625,62.5,5,5,8,8,62.5,62.5
Royal Challengers Bangalore,IPL-2008,14,4,737.7142857142857,28.57142857142857,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2009,16,9,684.75,56.25,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2010,16,8,717.625,50.0,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2011,16,10,711.0,62.5,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2012,15,8,765.1333333333333,53.333333333333336,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2013,16,9,737.625,56.25,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2014,14,5,705.4285714285714,35.714285714285715,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2015,14,8,726.5,57.14285714285714,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2016,16,9,793.5625,56.25,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2017,13,3,744.8461538461538,23.076923076923077,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2018,14,6,809.1428571428571,42.857142857142854,35,49,85,95,41.17647058823529,51.578947368421055
Royal Challengers Bangalore,IPL-2019,13,5,797.8461538461538,38.46153846153847,35,49,85,95,41.17647058823529,51.578947368421055
Sunrisers Hyderabad,IPL-2008,14,2,766.5,14.285714285714285,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2008,14,2,766.5,14.285714285714285,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2009,16,9,734.0625,56.25,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2009,16,9,734.0625,56.25,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2010,16,8,755.6875,50.0,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2010,16,8,755.6875,50.0,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2011,14,6,720.8571428571429,42.857142857142854,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2011,14,6,720.8571428571429,42.857142857142854,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2012,15,4,727.1333333333333,26.666666666666668,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2012,15,4,727.1333333333333,26.666666666666668,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2013,17,10,683.7647058823529,58.82352941176471,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2013,17,10,683.7647058823529,58.82352941176471,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2014,14,6,711.7142857142857,42.857142857142854,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2014,14,6,711.7142857142857,42.857142857142854,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2015,14,7,727.9285714285714,50.0,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2015,14,7,727.9285714285714,50.0,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2016,17,11,721.6470588235294,64.70588235294117,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2016,17,11,721.6470588235294,64.70588235294117,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2017,14,8,746.4285714285714,57.14285714285714,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2017,14,8,746.4285714285714,57.14285714285714,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2018,17,10,766.3529411764706,58.82352941176471,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2018,17,10,766.3529411764706,58.82352941176471,18,11,43,32,41.86046511627907,34.375
Sunrisers Hyderabad,IPL-2019,15,6,752.1333333333333,40.0,30,28,63,45,47.61904761904761,62.22222222222222
Sunrisers Hyderabad,IPL-2019,15,6,752.1333333333333,40.0,18,11,43,32,41.86046511627907,34.375
